Protein IDs,Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],RIPA sample avg,SMA200P sample avg,SMA200CB sample avg,SMA300CB sample avg,ChloroSMA20 sample avg,ChloroSMA40 sample avg,ChloroSMA60 sample avg,ChloroSMA80 sample avg,NP40 sample avg,AASTY645 sample avg,AASTY650 sample avg,AASTY1150 sample avg,AASTY1145 sample avg,AASTY80 sample avg
B5BU72;Q13492;E9PK13;E5RFU0;E5RHK9;E9PKP6;E5RFC6;E5RK51;E5RIJ5;E9PLJ8;E5RGY9,B5BU72;Q13492,Phosphatidylinositol-binding clathrin assembly protein,PICALM,66.393,8936924.420939744,11609443.431909638,12683841.168134676,15048585.500283496,15352404.710774895,10561098.951433498,6109950.0,30717580.33213438,4956704.650072223,14195817.922484642,3790631.699104826,13832837.590191588,13658214.18907571,18370170.552862503
Q7KZN9;A0A3B3IRX1,Q7KZN9;A0A3B3IRX1,Cytochrome c oxidase assembly protein COX15 homolog,COX15,46.03,8479463.61723725,6586734.017514087,15374955.415190296,19431272.633736204,15391687.826679278,9618810.991087656,9509150.0,14485873.99372033,15091648.970528506,20550240.278163485,23424118.53165161,17267338.597202957,7346799.060098301,25008125.259195674
P13807,P13807,"Glycogen [starch] synthase, muscle",GYS1,83.785,8502696.338310549,81246605.46201055,7771560.703625512,5755838.456905942,72153615.0219645,63275728.72232331,36935500.0,32221574.42415731,41798046.414045766,23103707.300080635,5448511.665636454,58929793.52578664,54937613.25467895,30720442.801398873
Q8NEN9,Q8NEN9,PDZ domain-containing protein 8,PDZD8,128.56,7583511.846304953,0.0,2803759.6781940823,1139722.2457682833,3895746.27122768,1685455.2322196001,1306000.0,0.0,4669998.959842292,2212579.8826074093,2329607.1943504764,1795370.1045072754,1535801.983088037,2475627.0893975007
A0A0G2JMZ8;Q16625,A0A0G2JMZ8;Q16625,Occludin,OCLN,59.129,12028368.33329897,6377109.484033856,9030313.234999318,6357419.29680283,9786358.265417358,9844408.894104233,15855500.0,11302877.859265495,10443995.856708478,8308114.955087996,9801319.622701157,4694079.6527421465,6704577.283994515,7946005.222711994
O43681,O43681,ATPase ASNA1,ASNA1,38.792,10188507.339677565,12732260.588201148,6192461.984309107,1976484.6339033123,11082701.090262003,10198481.463149186,11208150.0,10172259.044738958,10819462.641644556,11657717.022135884,6716302.228278286,7728390.294436523,9891581.50181861,6180129.788406179
P22830;A0A499FJN5;K7EJX5,P22830;A0A499FJN5,"Ferrochelatase, mitochondrial",FECH,47.862,11525241.378312487,4500207.965603525,7073686.160763618,6491271.789055125,6547228.636741282,3149885.8984803082,2479000.0,15246053.067391885,6769433.622455343,9419503.33304112,5066764.690974409,7688349.457085939,4021340.812408509,10713363.6184901
P42345,P42345,Serine/threonine-protein kinase mTOR,MTOR,288.89,10612184.782920262,7609418.561791143,10191775.867048042,12498317.83525804,6568021.81698383,5416275.288001062,2830700.0,17235972.16090727,6765699.886157952,14338290.902187841,5193194.529270918,10820545.775570218,8308095.6355794845,15418263.699810633
Q13557;A0A8V8TNN9;Q9UQM7,Q13557;A0A8V8TNN9,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,56.369,9557706.990902944,4050721.1296464847,12300182.059842128,5499131.735873098,10730944.45957422,7076516.990915796,22561500.0,9715127.285622852,6957138.72904234,7904488.720342357,6775604.61278872,19117937.44288345,6722573.680665863,14308657.05395913
Q9H490,Q9H490,Phosphatidylinositol glycan anchor biosynthesis class U protein,PIGU,50.051,10342823.762219492,9971444.28678162,1075861.2718651711,1160214.0652367952,10703753.37771858,4092775.6137021626,0.0,13075254.950184705,3690854.9017326566,5163724.963179207,4762492.369140608,10289986.51332592,6894196.25184189,8440450.344317622
P48730,P48730,Casein kinase I isoform delta,CSNK1D,47.33,9928684.523270652,16643971.974266151,32633942.909065716,44496435.94588393,21031182.182555106,17112705.164004777,16780500.0,12694009.936160289,28040925.31102397,49057582.310426526,10045448.850102348,46200295.37932265,21778267.183523558,87887041.38984819
Q92796,Q92796,Disks large homolog 3,DLG3,90.313,9276782.89572303,6705165.279417343,8871486.614899714,10949073.436218714,6481650.145207092,7902305.207265882,1523400.0,12280349.102627572,8059326.36967962,12966174.138913061,10984586.503167268,10957309.579370214,7556844.5949704535,17904818.9527565
Q9H089,Q9H089,Large subunit GTPase 1 homolog,LSG1,75.225,8666071.39062876,8762773.46494626,16498029.217705566,4016299.927797778,8789053.361968622,6438897.524294392,12870850.0,9435439.347745832,12335472.721909288,61805798.28257693,26070414.68668649,16790990.70458395,9328438.78262104,34341211.16116608
A0A087X0U3;A0A087WT87;A0A7P0TAG7;P43003;A0A7P0Z4R4;A0A7P0T9A4,A0A087X0U3;A0A087WT87;A0A7P0TAG7;P43003,Amino acid transporter;Excitatory amino acid transporter 1,SLC1A3,47.099,10026837.441199597,23893837.06463571,15709625.793257318,13826992.664671686,19360050.281215552,15743111.066203427,6560200.0,2987939.0933673102,6227249.854664566,6770653.058807765,6160075.609767656,10654932.221446846,11600976.46447735,9513364.414546464
Q96I51,Q96I51,Williams-Beuren syndrome chromosomal region 16 protein,WBSCR16,49.897,10000460.84273335,6181463.9191572,2882027.0530339307,12109329.802468864,7617789.513659921,8035593.912302349,28335000.0,9079364.998965818,6714502.441474035,8090652.469666267,3457645.899929005,7170216.661605616,5369165.834644732,13458286.711619237
Q99640,Q99640,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,PKMYT1,54.521,9111862.5477371,8655501.379696501,2630608.8679700564,3064587.557377279,12222999.09476334,7281595.052660393,567750.0,10789533.69637777,2412649.8805544535,8200268.8576287655,0.0,7342370.461394239,8590126.757137027,4689629.601130431
Q7L5Y9,Q7L5Y9,Macrophage erythroblast attacher,MAEA,45.287,8374010.509429766,11517230.235584762,12184499.900397288,5686404.36498816,6977551.499237832,14002956.315754414,0.0,0.0,8038281.674185237,8120676.596601731,55448699.56716658,15371176.040054556,20397010.898857716,19305216.069716237
O95807,O95807,Transmembrane protein 50A,TMEM50A,17.4,9780495.997342097,13373013.312176215,28143595.78886156,6676791.947616998,12533681.197095074,11199139.646468112,13831500.0,8769884.487089837,5313050.179424695,3716406.259325503,5046264.302872109,9716261.629690977,8925950.027869146,5844541.083944046
Q96TC7;H0YLG5;H0YNE5,Q96TC7;H0YLG5;H0YNE5,Regulator of microtubule dynamics protein 3,RMDN3,52.118,9560264.721663307,4884419.61769494,5827653.5102202995,1328100.7442324285,5697587.302522701,2982537.8674616106,4332250.0,4784425.059681905,5180389.397343166,5926012.053887418,7425020.692672891,6554924.883298198,4525896.722004468,11818121.344091669
Q9UMX0,Q9UMX0,Ubiquilin-1,UBQLN1,62.518,10975862.125409434,1259847.045950598,7182893.78627222,3301533.6621724265,10137858.980040617,6480057.557813554,11299400.0,20947239.97436252,20611921.514458377,6460214.9161542775,12158411.564507397,1737089.248690274,3351796.0398985893,5536019.486548731
Q5T4S7,Q5T4S7,E3 ubiquitin-protein ligase UBR4,UBR4,573.83,7341220.142818029,10685031.636871455,8211427.933966297,2767815.733697358,21056133.998846166,12216887.66826575,5829550.0,25958263.47947047,16322650.51342576,8979055.055827456,2466707.5816592234,19178180.372400027,10228915.418986645,18695120.581552383
Q99439,Q99439,Calponin-2,CNN2,33.697,6864682.930527823,355125.7981042326,1744170.6863102561,3138692.8897696,76429.33266999372,120563.9964283358,0.0,0.0,93083743.04680927,6930828.943543666,2374229.4902198324,1925593.6626420214,4855546.046433277,37875205.560042605
Q9Y6I9,Q9Y6I9,Testis-expressed sequence 264 protein,TEX264,34.188,10777797.849653793,17679495.57125207,15663616.494577672,10774430.681090439,21061892.110297948,20644404.531314157,26688000.0,6222150.973480732,11644392.076319544,10956823.606081087,17638740.867198523,14668680.986210477,19667959.792828664,8695127.215355417
Q01844,Q01844,RNA-binding protein EWS,EWSR1,68.477,9958045.140957322,7271223.514502057,33774721.41057477,49162842.01889625,24565383.033626974,17827589.956706014,7996650.0,26490407.56850848,8734623.493648577,32438095.06572451,43300441.19171931,31891691.251682296,7761964.108855924,43949310.450446405
Q13033;Q9NRL3,Q13033,Striatin-3,STRN3,87.208,9786783.75212799,9941386.504505264,8312098.342160743,7683193.48530085,5134252.065489976,10914148.537189234,9051650.0,23334393.387864023,6143297.35973536,7099573.034315395,5008044.336410095,2531729.0970180915,11405314.910886308,2732836.978476307
Q10469,Q10469,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2,51.55,9483372.940679882,15729639.435560161,9590847.442948243,9620338.176785992,16917331.44533713,15818330.425704816,12500500.0,10157706.27798475,7522347.2040003585,6505605.164658129,4840426.178926349,12728044.758538382,16115970.260031292,7697479.96691666
P17152,P17152,"Transmembrane protein 11, mitochondrial",TMEM11,21.541,9573799.38027023,11510930.700377142,9990263.160377657,8047949.08044074,7252725.247616907,9555386.027156083,14871000.0,8382018.901065652,12809770.375202054,6491796.89873262,13345687.984602347,8054167.197962229,7701866.652818393,7625397.510663849
Q9BTT6,Q9BTT6,Leucine-rich repeat-containing protein 1,LRRC1,59.241,9917387.879079046,13603876.278642137,6518308.6612594845,1704652.279095862,20240401.54317697,14454152.121787565,4922250.0,15978063.480951216,8249633.777322376,9407465.35761888,4408812.171880447,10588076.376868738,15463765.081394495,6748900.896529516
F8VQX6;A0A8Q3SIA8;Q9H8H3;H0YI09,F8VQX6;A0A8Q3SIA8;Q9H8H3;H0YI09,Methyltransferase-like protein 7A,METTL7A,20.662,9075308.312286904,11551487.707999533,19029973.064098597,11508413.692781806,12328948.34547614,8309211.854424614,13218500.0,9503019.148724603,9175487.235551072,12978849.418916477,11411214.453674724,13747451.049561942,15464421.88419272,14998144.564722715
A0A067XG54;A0A804HIW2;Q8NB49,A0A067XG54;A0A804HIW2;Q8NB49,Phospholipid-transporting ATPase;Phospholipid-transporting ATPase IG,ATP11C,127.68,9774900.961303802,17438313.366160333,23255036.183198437,21908903.415832873,17715789.566650975,16776925.943190563,19541000.0,14856438.65102814,11287989.97520499,8906260.71033298,13207811.557365436,11821348.701145956,14705814.652243575,8098927.140445117
A0A8V8TMP7;Q9NUQ9;E5RI16;E5RJE1;E5RIR8;E5RJL8;Q9H0Q0;E5RK61;E5RFS4;E5RHU5;E5RGI7,A0A8V8TMP7;Q9NUQ9,Protein FAM49B,FAM49B,36.82,10625932.585757215,9909468.85945332,14508456.506183693,9834743.884465968,10142721.385266569,8515012.022020424,2835100.0,24707849.78668396,6532963.65695394,12207286.005971128,1206457.540319372,5269839.279472945,6445402.89981518,2456376.1522858064
A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599,A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599,Septin-8,2023-09-08 00:00:00,49.355,10211420.344405822,15673243.59655861,17206790.145062022,19588390.683332577,10837853.395528983,14117771.146097338,16139000.0,14372262.479875242,17461440.084129885,14360030.069568,19064067.535257384,12864953.901130939,16550773.71245582,11967714.15239946
O94876,O94876,Transmembrane and coiled-coil domains protein 1,TMCC1,72.082,9402111.702980837,10954831.73047781,991806.9242150564,5186466.817176312,0.0,14666691.943994699,13841000.0,0.0,5588950.663097025,0.0,6227073.723565704,0.0,5594120.793036577,1470597.9026677937
A0A1W2PNP0;A0A1W2PPR6;Q969N2;A0A1W2PR73;A0A1W2PP53,A0A1W2PNP0;A0A1W2PPR6;Q969N2;A0A1W2PR73;A0A1W2PP53,GPI transamidase component PIG-T,PIGT,65.981,10408259.04083879,21264831.037988953,20271593.86408359,15491839.690202499,25871194.752858996,17978028.675708797,45914999.99999999,6859787.006930155,24484824.346569866,12990958.205958845,23680211.707945306,16101648.81146665,24084301.80808931,24753376.016213853
Q8N5N7,Q8N5N7,"39S ribosomal protein L50, mitochondrial",MRPL50,18.325,8855077.036608115,4431273.05176014,9641096.70190472,7534777.3584513515,4758695.240801491,3735092.5154011417,2337849.9999999995,14853190.823254665,10625364.925942328,9169892.37208,7713642.875955409,9434885.727292685,10216764.567219494,14240120.822963733
Q9Y673,Q9Y673,Dolichyl-phosphate beta-glucosyltransferase,ALG5,36.946,9722201.050428813,7411673.15184528,11360056.81359599,12973539.505267996,10070617.034087025,8895682.156585071,8820050.0,9764219.451583402,8911466.821915895,8457952.343284797,4509309.34257752,8670985.03359154,7161646.351278853,8352663.176210535
A0A087WZX2;O95139,A0A087WZX2;O95139,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,NDUFB6,11.716,8589392.753875367,6480541.852585635,13099242.681742948,3875679.273409023,8438768.24865185,6810180.282793266,13423500.0,38245233.15409781,15177807.764178898,5957310.789985239,2831963.707847811,6645688.959252604,8278933.5913383225,5671355.021882824
Q8NC44,Q8NC44,Protein FAM134A,FAM134A,57.829,14590948.124895558,2227935.6184282806,3364866.853747985,2408982.28042687,3340984.2223564973,2815189.836442913,0.0,0.0,2158665.2975125643,2673917.5877596615,2277935.8691336415,2500190.5790323326,2987927.28968229,1738374.095574823
Q9NRK6,Q9NRK6,"ATP-binding cassette sub-family B member 10, mitochondrial",ABCB10,79.147,9105201.790548652,7442510.876575916,15535329.047823338,9509992.961954078,10870418.714739619,9287966.160256732,10925500.000000002,6961906.2071152665,9266624.344264653,6586896.904568303,10396477.577607952,9371445.344339764,7738778.970078603,12961091.45614051
Q9Y289,Q9Y289,Sodium-dependent multivitamin transporter,SLC5A6,68.641,8359623.273902722,9005155.581506116,12884895.50072108,3336220.49312178,11875657.016188592,8752043.267681213,8383900.0,1554173.031123061,8851727.041157644,7479548.1879373435,10079206.586977426,8981138.016916929,7724723.390196602,6465637.107600297
P17612,P17612,cAMP-dependent protein kinase catalytic subunit alpha,PRKACA,40.589,10050016.87621539,7653815.286111512,7047558.83797667,6438697.672459415,4947561.2964199595,3001071.9176427536,1402250.0,4942944.038317877,6148671.67713312,11077982.28812491,2260862.990714062,12593025.02024912,6640079.2492088815,15795176.784313286
Q8NCG7;E7ET49;C9JA85;F8WBN0,Q8NCG7;E7ET49,Sn1-specific diacylglycerol lipase beta,DAGLB,73.731,8549108.494399644,16186805.704913156,20409965.54068552,13726678.83300631,17837989.487461027,13785000.699663179,27204500.0,11190827.80108073,14191026.518188238,6857822.163188797,15917484.306533605,10279667.459054083,13010869.351145774,6947561.88288892
B1ALM5;Q9P0T7;B1ALM7;B1ALM8;B1ALM4;Q9NQ34,B1ALM5;Q9P0T7,Transmembrane protein 9,TMEM9,20.958,10313090.142130267,3785600.6907657906,13448523.733736882,2096800.8018826894,2571188.700269301,6671535.959360299,7825800.0,6553117.115242755,21531778.365906417,7885794.452627822,46579403.89818885,0.0,5818221.907790732,0.0
Q8NBN3;H3BTS6,Q8NBN3;H3BTS6,Transmembrane protein 87A,TMEM87A,63.429,7323848.888070561,6017915.986052702,4567926.933918034,8100281.476960149,5640134.146037138,8574706.105720729,4984000.0,1912283.518084135,6701830.36676774,1735380.3745458547,584901.2938562431,15543111.83165434,5048054.946592839,6990840.3054182185
O15439;A0A2R8Y6V8;A0A2R8YDC1,O15439;A0A2R8Y6V8,Multidrug resistance-associated protein 4,ABCC4,149.52,8103264.051233798,17501908.673970595,20956519.339073006,21631529.6282762,22468150.884855505,18535253.69089511,15727000.0,18290267.02275723,15325290.347925825,13112470.946103321,7132776.989725613,10221386.60323708,15391779.494709102,13119730.757451918
Q9BSF4;K7ENF5,Q9BSF4,Uncharacterized protein C19orf52,C19orf52,29.233,8319498.872599521,11733514.27771305,12680059.581941828,5493693.0341563,12270407.54571635,9758959.70171065,9923400.0,5999487.396318701,6367943.826961692,5033077.524037855,4106350.6098790267,10546945.498573946,11896209.3222792,10931926.88945746
Q86V85,Q86V85,Integral membrane protein GPR180,GPR180,49.395,9107173.374676432,10621796.30250163,22237445.716759417,20499675.37099155,8882846.599616546,11949889.029779607,18016000.0,13233836.38704709,15316804.583613575,8624076.404111687,0.0,10358949.770396162,1371404.2426924782,9988196.739320254
O75695,O75695,Protein XRP2,RP2,39.641,9424385.275019001,9109847.857099421,8055867.229215062,7418268.281673733,9425708.551487379,6134830.785445964,13183999.999999998,5889998.125416866,6449972.881980122,6907319.485660236,12638456.930070054,6590678.226268227,8139494.3572752895,5364715.095032261
P41440;H3BTQ3;C9J8K6;C9JKP4;E9PIL5;H0Y4T2,P41440;H3BTQ3,Folate transporter 1,SLC19A1,64.868,9916641.87427394,8943480.132044844,10325563.802810153,10910156.503934074,10635487.767506894,12097258.798914736,14208000.0,16556426.657534784,8724893.150570529,4522030.061553772,12123942.45769817,7137442.763883089,5636287.532682583,6211611.5840587625
Q96BW9;A0A0G2JQ92;B4E101;H7C1A2,Q96BW9;A0A0G2JQ92,"Phosphatidate cytidylyltransferase, mitochondrial",TAMM41,51.066,10742575.765641287,3313255.541341101,5881569.7618486285,5673170.190810619,8247982.822549454,4579836.010345578,2571700.0,9295470.462354494,3636036.8642755137,8496261.429775568,2447500.593437196,7530438.8589683045,1800033.7488137,12892555.225145115
F8VVA7;P61923;F8VYZ4;F8VXB1;F8W156;F8W651;F8VUC5;F8VXR1;F8VYE0,F8VVA7;P61923;F8VYZ4;F8VXB1;F8W156;F8W651,Coatomer subunit zeta-1,COPZ1,22.34,9107066.802561417,5668501.766536712,7772477.451793475,16564472.52879313,6415879.71662451,3230400.700890599,2269100.0,18345854.84426472,15263627.1272568,8730506.2691683,899753.6267106619,6732892.234789265,6734330.450754079,6299977.727718083
C9J5X1;P08069,C9J5X1;P08069,Tyrosine-protein kinase receptor;Insulin-like growth factor 1 receptor;Insulin-like growth factor 1 receptor alpha chain;Insulin-like growth factor 1 receptor beta chain,IGF1R,154.79,8516284.282974979,12430242.871675823,12206272.669386411,12957162.970098527,17784247.11391106,15019199.950362025,18467500.0,11519358.07201265,9649898.032368002,6771431.986629205,10344159.552450981,11538519.410822056,12256662.697944734,8439292.39321316
E9PN66;E9PKN9;E9PS55;E9PMW4;E9PQ46;E9PIK4;U3KQ32;E9PKZ4;E9PPM1;O14683;E9PNB3;E9PMY0;E9PIN5,E9PN66;E9PKN9;E9PS55;E9PMW4;E9PQ46;E9PIK4;U3KQ32;E9PKZ4;E9PPM1;O14683;E9PNB3;E9PMY0;E9PIN5,Tumor protein p53-inducible protein 11,TP53I11,6.8649,8901382.620582193,6355211.099740699,13790528.097147606,7050672.475637293,4531569.733536735,12552125.309691556,22983500.0,10382805.725976884,12026194.89860877,5906892.916452098,13978483.876025032,3595681.727961628,14059126.617111864,5605858.412536644
Q5TIH2;O95562,Q5TIH2;O95562,Vesicle transport protein SFT2B,SFT2D2,11.756,8485165.225390559,18646024.2588212,22305170.48766769,20350413.223874994,19719612.351871304,20970555.674112193,39634500.0,5968320.741338657,21834437.29304338,7040728.577986689,44456740.684681766,11701371.527886767,14442502.410435427,8159357.7137092715
Q8WV19,Q8WV19,Vesicle transport protein SFT2A,SFT2D1,17.804,8577030.38853361,1853383.2536552157,0.0,0.0,387578.4818194834,1865199.4136841272,0.0,0.0,1533151.324175481,0.0,0.0,0.0,0.0,0.0
I3L0A0;A5PLL7;Q5TGE2,I3L0A0;A5PLL7,Transmembrane protein 189,TMEM189-UBE2V1;TMEM189,42.208,9629003.735848073,3078072.8935899534,4950039.029677144,3046277.261597394,9313809.252274403,8265885.503351812,7606300.0,24482375.58933335,6484311.941563699,7593979.766068738,5837760.359604072,5586459.839067303,2979388.8533053733,2910437.7291232934
Q9UKV5;H3BRK9,Q9UKV5;H3BRK9,E3 ubiquitin-protein ligase AMFR,AMFR,72.995,9592289.642225357,12220198.36918175,13493960.06481155,7514654.162099201,16412537.008064194,12881766.630770458,17189000.0,9392405.629747333,5851273.923869753,9465601.697746279,6768361.5734592015,10249146.312616251,14167893.16049782,7885502.277503812
P48960,P48960,CD97 antigen;CD97 antigen subunit alpha;CD97 antigen subunit beta,CD97,91.868,9078665.33390988,3619172.9701378103,7790697.821631741,4709915.686746694,8326101.201245305,8708175.33722,7893850.0,3915069.0062405798,6986782.3323731385,6184545.27898502,0.0,6397450.301558245,5901176.101206469,6908263.917281212
P07384,P07384,Calpain-1 catalytic subunit,CAPN1,81.889,9025219.418229789,12192540.409841627,9813674.544523768,6351618.0149715785,14080501.87009226,8687354.618510013,11247500.0,5653406.3637647545,7500397.360312668,9383106.16029388,9079149.799551733,14807043.516728647,8696725.851288842,12895667.21873836
F5H0M4;Q6P1A2;F5H7K7;B7Z3N5;F5GYT3,F5H0M4;Q6P1A2,Lysophospholipid acyltransferase 5,LPCAT3,39.374,8780636.414270038,5250932.575631613,4801840.958649863,4270891.59816298,5405587.072901196,2387823.5234998018,117720.0,0.0,1492996.687449908,2358735.066557409,0.0,4474567.207397488,3623581.0378038324,5359793.802838294
Q93063;A0A804HKG2;A0A804HL74;A0A804HJW9;A0A804HLF7;A0A804HIU8;A0A804HHX4,Q93063;A0A804HKG2;A0A804HL74;A0A804HJW9;A0A804HLF7;A0A804HIU8,Exostosin-2,EXT2,82.254,8337296.41580705,8673740.034011897,6792588.253761938,4673838.965358604,7666797.440016203,10951878.567915134,5125700.0,16909315.636767738,2654969.3662551013,3605586.0738207796,935516.1334001607,7782238.31708041,5350512.63517516,10702580.198829789
Q99757,Q99757,"Thioredoxin, mitochondrial",TXN2,18.383,9796375.242479352,0.0,3657825.1901726862,3750468.273884528,0.0,0.0,0.0,8395135.128612364,5700566.749684171,3858808.4274085695,0.0,1766738.3623727385,0.0,3500413.816847105
Q9Y2U8,Q9Y2U8,Inner nuclear membrane protein Man1,LEMD3,99.996,9746392.920537252,13418009.992230643,5588095.754579447,10872810.752145398,15540503.01819979,13487132.036037665,15959000.0,34294562.958801866,8358364.704043355,4022878.951251665,10725712.517130986,7034978.915127512,13477659.099843832,6031984.418978967
Q8NC60,Q8NC60,Nitric oxide-associated protein 1,NOA1,78.457,10139537.45282811,3995705.1888332698,5651122.191126909,3865466.600185259,3086347.7381554465,3284317.937781197,411820.0,10300298.408885425,2699887.3453479516,6186103.134627897,5098646.998023093,5986577.534988013,2594371.0529862493,13934855.963049721
Q9Y295,Q9Y295,Developmentally-regulated GTP-binding protein 1,DRG1,40.542,9372058.366546568,10288760.874525452,33943746.85404296,67460447.49477553,14555865.959944976,10784169.48397083,9902749.999999998,23025849.749384236,9729607.645141082,38481866.843889475,24888247.196118608,30609076.407330588,15598935.09726907,48374131.108375
Q53EU6,Q53EU6,Glycerol-3-phosphate acyltransferase 3,AGPAT9,48.705,4447574.075926904,0.0,23288268.3042871,18617884.57697959,22623619.894053638,0.0,5410500.0,0.0,0.0,6296144.392311182,12853808.01013521,2843117.4600802497,6506813.961449158,0.0
J3QRU4;F8WCA0;L7N2F9;P63027,J3QRU4;F8WCA0;L7N2F9;P63027,Vesicle-associated membrane protein 2,VAMP2,12.251,9719696.605725959,8484094.026475832,8894978.28670377,1454731.8492051987,6800137.687506799,3923201.089642224,1284660.0,9192039.63941471,2053781.2506131383,3995333.2310207784,0.0,2201374.0215267097,2947862.3189906036,1710293.7812915994
Q9NR31,Q9NR31,GTP-binding protein SAR1a,SAR1A,22.367,9787742.901163127,7310040.650495677,7647570.513908505,1425803.9990737431,7521437.115366759,8191027.196776027,6639850.0,9761158.99848917,11189215.678610386,8941595.708778257,5445860.195881898,5658620.54957389,12241884.634984685,11722518.006029455
Q9UBV2,Q9UBV2,Protein sel-1 homolog 1,SEL1L,88.754,10078365.058809416,17982473.21695189,11490464.240488738,4510013.183644847,20005598.553976506,21239540.10368917,29824000.0,7970231.8143253215,12086387.253463672,8401444.670420408,12984958.757994708,11987398.271647014,18176360.638061132,8751649.703642009
Q96K37;H7C1I0,Q96K37;H7C1I0,Solute carrier family 35 member E1,SLC35E1,44.772,10155629.842195395,20381696.19745403,25769103.440316185,6480031.805507076,31122592.39688468,15700506.820981838,24057000.0,15241680.991542982,11731456.018163241,5518278.745174192,70137195.30746649,23962079.398944933,13222031.450774908,21396475.764376108
O60427,O60427,Fatty acid desaturase 1,FADS1,51.964,8289765.252510296,11991015.278771194,6513266.546335688,7300550.604514603,9530186.284829168,6084704.604274236,6934800.0,6939233.870927379,7859967.480103796,14206298.042264003,5055900.1319801295,7473684.060473194,8947755.880770195,6244902.67831207
P42356,P42356,Phosphatidylinositol 4-kinase alpha,PI4KA,236.83,7387365.8686195845,4775047.687375975,2767720.0158410342,12203661.062245764,7670316.285903404,5626167.388753748,11999000.0,5714303.134517344,4050538.165047948,7849822.149601368,4959800.520875979,9525286.45626569,8750452.320183596,6652356.723194928
Q8N442,Q8N442,"Translation factor GUF1, mitochondrial",GUF1,74.327,9375255.529997021,3217082.6371714356,2974217.5406747176,5255477.898960566,4935597.220403478,3310795.1523256875,1120150.0,6971462.315756442,3596380.059056259,4976286.604692942,2701783.0098985145,7157354.178463959,3660953.117022799,12692012.56824096
Q8IWX8,Q8IWX8,Calcium homeostasis endoplasmic reticulum protein,CHERP,103.7,8227846.8536864985,3066553.74349602,10649118.609340621,20511761.374806654,5965339.485030591,3887998.429395572,5450400.0,13833435.36061105,4786932.792065115,10249698.76745478,12595839.404015118,17966272.85062929,7149495.499511701,23800237.513352886
Q7Z4H8,Q7Z4H8,KDEL motif-containing protein 2,KDELC2,58.572,8176372.522134186,7588600.097819294,10251421.794726139,5345941.637516633,16538575.6698421,9144628.148790877,12559500.0,22362543.38487911,10237791.78392077,21596127.907495607,4259941.845661232,19809895.434266847,10231148.548500609,21915672.09083963
P55010;H0YLZ1;H0YN40,P55010,Eukaryotic translation initiation factor 5,EIF5,49.222,9214491.494496679,9202181.044571107,17050942.956508297,26733031.838632315,10718212.635364167,8904588.128750036,13019600.0,17508914.610331696,11257441.223680884,31079220.075414196,13986438.2852887,23569446.650841117,15681166.80760676,23696021.913951233
Q9ULX6,Q9ULX6,A-kinase anchor protein 8-like,AKAP8L,71.639,8907350.65902304,14581564.142864764,10322527.074503776,8984856.096187735,12205852.718440255,12439717.498852676,19110500.0,13500720.388509464,8161042.397902471,13095051.287551142,6463442.551685266,19226868.867907993,26756832.394064263,24300327.646592766
Q96N66;M0R1Z5;A9C4B8,Q96N66,Lysophospholipid acyltransferase 7,MBOAT7,52.764,8607776.44371548,18456438.24685854,23415467.112591974,20661627.822113965,27373422.051612932,21124604.922371045,25044500.0,3899204.6167317,9495966.267743763,8337926.647163068,14246282.321235185,13950125.995788395,14818784.733538168,11473848.006346064
Q9NR09,Q9NR09,Baculoviral IAP repeat-containing protein 6,BIRC6,530.26,8911826.687853677,5636944.094925206,17951533.438011028,24937655.971898366,8975296.277925722,6973376.205167486,9248800.0,47590045.61531851,12820292.722949246,17570487.30305884,6808586.309735636,14777103.72546106,4572398.360118752,28254730.668333333
Q9UHB6;F8VQE1;F8VS07,Q9UHB6;F8VQE1;F8VS07,LIM domain and actin-binding protein 1,LIMA1,85.225,8130599.798735182,5699039.513400318,2197846.435930985,6363039.288576853,6756184.103424857,5692420.600602574,5453100.0,11374579.903187517,4906638.640629939,13753811.789628103,8752630.999777267,5559644.83183978,6707467.216306702,6754039.30455557
Q92485,Q92485,Acid sphingomyelinase-like phosphodiesterase 3b,SMPDL3B,50.813,6791787.603857466,0.0,221234.25163369012,5663102.549632636,2451125.6785980216,1646100.4633284714,948900.0,0.0,18639264.170670364,752019.4057892429,3255940.188600711,440441.9439167872,3778389.4573453157,484986.1085210475
Q9NR28,Q9NR28,"Diablo homolog, mitochondrial",DIABLO,27.131,10003071.85955122,1726612.6070485385,8711227.575787669,1917202.7851902184,1019313.6849977731,559445.4906787961,0.0,6232331.664386038,3536979.7088705,1081930.7439787048,0.0,0.0,0.0,0.0
Q6UW63,Q6UW63,KDEL motif-containing protein 1,KDELC1,58.042,8753460.524941178,4670055.433915642,8958291.20705372,7271725.485415576,11139002.62445721,6327753.3986951355,14497000.0,11737337.282193713,9253329.980175456,10647589.260969823,8836313.972030813,6973791.283459289,4866317.612324157,9095054.578059267
