,Protein IDs,Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],RIPA sample avg,SMA200P sample avg,SMA200CB sample avg,SMA300CB sample avg,ChloroSMA20 sample avg,ChloroSMA40 sample avg,ChloroSMA60 sample avg,ChloroSMA80 sample avg,NP40 sample avg,AASTY645 sample avg,AASTY650 sample avg,AASTY1150 sample avg,AASTY1145 sample avg,AASTY80 sample avg
882,Q93063;A0A804HKG2;A0A804HL74;A0A804HJW9;A0A804HLF7;A0A804HIU8;A0A804HHX4,Q93063;A0A804HKG2;A0A804HL74;A0A804HJW9;A0A804HLF7;A0A804HIU8,Exostosin-2,EXT2,82.254,7502400.85,7228650.0,,3383756.25,4793320.0,8808751.6,4192822.5999999996,10761517.5,1720021.15,1962888.9,520776.0,3614321.25,2953033.75,4865350.7
883,Q8N9N7,Q8N9N7,Leucine-rich repeat-containing protein 57,LRRC57,26.754,0.0,4354200.0,,6732950.0,4433840.0,7413912.0,13777574.0,8948122.5,740146.75,0.0,1828008.0,3276213.75,6829500.0,0.0
884,Q96S52;K7EN97,Q96S52,GPI transamidase component PIG-S,PIGS,61.655,27407740.5,24137500.0,,13883625.0,21672000.0,17421096.0,3114085.1,11778720.0,14331249.5,8749693.5,2900340.0,12550275.0,15410237.5,12274332.0
885,O95182;M0R0N0,O95182,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,NDUFA7,12.551,11603900.0,6802950.0,,6398350.0,6818440.0,5448291.199999999,10691260.0,8098903.5,7929227.5,1826152.05,7840692.0,3040335.0,4511131.25,5049919.7
886,Q8IWX8,Q8IWX8,Calcium homeostasis endoplasmic reticulum protein,CHERP,103.7,7403911.549999999,2555650.0,,14850062.5,3729560.0,3127172.4,4458427.199999999,8803949.25,3101213.05,5579958.300000001,7011756.0,8344113.75,3945921.25,10819494.0
887,Q6ZXV5;F8VRY4;F8W044;F8VR71;Q5T4D3,Q6ZXV5,Transmembrane and TPR repeat-containing protein 3,TMTC3,104.01,12279995.0,21977000.0,,9381750.0,16772800.0,12923768.0,9923976.0,9753060.0,10787927.5,8889244.5,6524388.0,12924225.0,17016475.0,10580640.0
888,Q92734;C9JUE0;C9JJP5,Q92734;C9JUE0;C9JJP5,Protein TFG,TFG,43.447,11284553.0,0.0,,4589156.25,1428920.0,2501457.1999999997,3506397.9,6629982.0,7979804.5,6726435.3,3707496.0,2002488.75,1206798.75,3111353.0
889,A0A494C017;C9JJV6;C9JZL8;A0A499FIY8;C9JC07;Q96S97,A0A494C017;C9JJV6;C9JZL8;A0A499FIY8;C9JC07;Q96S97,Myeloid-associated differentiation marker,MYADM,13.153,3006944.4999999995,2431150.0,,1459325.0,4199440.0,4842855.6,9469577.0,7281325.5,7363424.8,1552215.75,2216340.0,1819901.25,1778461.25,1267308.0
890,Q86XL3,Q86XL3,Ankyrin repeat and LEM domain-containing protein 2,ANKLE2,104.11,7006693.75,5801800.0,,4359731.25,8856400.0,8607117.2,12958756.0,9544372.5,3559924.45,2981457.0,2381004.0,3511113.75,5156997.5,2401469.7
891,P19367,P19367,Hexokinase-1,HK1,102.48,37512723.5,26670000.0,,19002375.0,17826000.0,21200652.0,15535047.0,10814385.0,14561411.5,15556081.5,16501680.0,11177325.0,19215037.5,15666651.0
892,Q9Y3D3,Q9Y3D3,"28S ribosomal protein S16, mitochondrial",MRPS16,15.345,20686109.5,14734000.0,,11159312.5,10910400.0,11152328.0,18462260.0,9073732.5,13225152.5,10118218.5,29693880.0,13023112.5,11896525.0,11861108.0
893,Q9NZ08,Q9NZ08,Endoplasmic reticulum aminopeptidase 1,ERAP1,107.23,28997283.0,49050500.0,,17506125.0,31479600.0,33540716.0,29670905.0,8195138.25,12007639.5,17777718.0,9962640.0,19634062.5,25486287.5,6977234.6
894,Q8N357,Q8N357,Solute carrier family 35 member F6,SLC35F6,40.214,16464591.5,27124000.0,,24437000.0,19390800.0,31929480.0,42900419.0,8856697.5,25515730.0,11819815.5,70217280.0,16291800.0,14816462.5,8932021.0
895,Q9Y237,Q9Y237,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,PIN4,13.81,7570058.3,11070000.0,,19145875.0,6204520.0,11591316.0,12409469.0,13215285.0,7432363.449999999,17823978.0,10015560.0,9810787.5,8853700.0,9075794.0
896,Q96NT0,Q96NT0,Coiled-coil domain-containing protein 115,CCDC115,19.76,6763587.25,2031800.0,,686612.5,1305680.0,1288988.7999999998,0.0,8095564.5,2667863.45,1018413.9,0.0,2344072.5,2912071.25,555681.0
897,Q8N5K1;D6RCF4;A0A2R8Y540;I3L1N9,Q8N5K1;D6RCF4,CDGSH iron-sulfur domain-containing protein 2,CISD2,15.278,39646019.0,36793000.0,,35198187.5,28572000.0,37336244.0,50079187.0,13912102.5,22298226.5,18837072.0,17624520.0,29700337.5,33477600.0,22092679.0
898,O43752,O43752,Syntaxin-6,STX6,29.176,0.0,3563150.0,,1089375.0,4346120.0,3307172.0,3750530.0,4742970.0,2368286.35,1914547.2,0.0,1837080.0,1426981.25,2383308.9
899,E5KLJ9;A0A2R8Y3X5;O60313;A0A2R8YE78;A0A2R8YDM2;C9JMB8;A0A2R8YFD1;A0A2R8YGE5;A0A2R8YD53;A0A2R8Y4Q3;A0A2R8Y4G4;A0A2R8YE54,E5KLJ9;A0A2R8Y3X5;O60313;A0A2R8YE78;A0A2R8YDM2;C9JMB8;A0A2R8YFD1;A0A2R8YGE5;A0A2R8YD53,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",OPA1,113.68,21269661.0,15311500.0,,10757250.0,11494000.0,15645784.0,26050028.0,9997920.0,14588166.0,7590225.15,18192960.0,7894698.75,7597202.5,11527831.0
900,Q8NBN7,Q8NBN7,Retinol dehydrogenase 13,RDH13,35.932,12852038.5,5596800.0,,3011881.25,3846600.0,5298251.199999999,11522348.0,7751687.25,3934340.8499999996,2936160.75,7327332.0,2943911.25,5845022.5,4274828.6
901,P51151,P51151,Ras-related protein Rab-9A,RAB9A,22.837,19399131.5,17886000.0,,13697250.0,17340800.0,24640440.0,22721586.0,11279857.5,12572416.0,7215981.75,11920680.0,7782817.5,11437310.0,5297656.7
902,A0A3B3IUB5;Q8TCT9;A0A3B3IT72;A0A0S2Z6F0;A0A075B6F6;A0A0C4DGU3,A0A3B3IUB5;Q8TCT9;A0A3B3IT72;A0A0S2Z6F0;A0A075B6F6,Minor histocompatibility antigen H13,HM13,46.313,69167875.0,73423500.0,,76442187.5,60660000.0,84115328.0,56016231.0,11054077.5,46509216.5,34275576.0,34819560.0,33695662.5,55026412.5,29070111.0
903,Q14696,Q14696,LDLR chaperone MESD,MESDC2,26.076,12819432.5,11636500.0,,8374012.5,8472600.0,10646064.0,10663570.7,10273387.5,7945353.5,7511082.0,15832440.0,5823663.75,6732966.25,5555197.9
904,Q00013;A6NFY0;C9JB34;C9J9J4,Q00013,55 kDa erythrocyte membrane protein,MPP1,52.296,9094149.049999999,2856600.0,,1495462.5,2616160.0,2074859.6,545340.1499999999,8238505.5,1178664.0,4281632.85,817236.0,2315385.0,1699182.5,2776463.9
905,P35611;A0A804HL01;H0Y9H2,P35611;A0A804HL01;H0Y9H2,Alpha-adducin,ADD1,80.954,5614417.55,3575700.0,,9193712.5,3349360.0,3518438.0,3309587.0999999996,12509325.0,4108281.75,6908352.75,4637772.0,6579258.75,3409457.5,8001806.4
906,A0A8V8TN61;A0A8V8TNH0;A0A140T9T7;Q03518;A0A2R8Y4Y0;A0A0S2Z4R8;A0A8V8TLN3;A0A8V8TLQ7,A0A8V8TN61;A0A8V8TNH0;A0A140T9T7;Q03518;A0A2R8Y4Y0;A0A0S2Z4R8,Antigen peptide transporter 1,TAP1,73.87,12996368.0,13603500.0,,12251750.0,15706400.0,12067088.0,10575104.0,10213762.5,6475871.75,3891314.1,4605552.0,6818748.75,11259975.0,5001096.100000001
907,X6RLX0;Q8IUD2,X6RLX0;Q8IUD2,ELKS/Rab6-interacting/CAST family member 1,ERC1,128.47,2864868.6500000004,7291700.0,,12149768.75,179553320.0,4638994.8,2616863.8,9424725.0,1441037.685,12467841.0,15450840.0,7392228.75,3127251.25,7984501.0
908,Q9NRX2,Q9NRX2,"39S ribosomal protein L17, mitochondrial",MRPL17,20.05,14115521.0,2191850.0,,12832793.75,4469240.0,15033524.0,4532538.0,4848220.05,15482059.5,6498836.1,17278200.0,4316692.5,5271801.25,6555292.1
909,O43847,O43847,Nardilysin,NRD1,131.7,2359523.6,7721650.0,,4612125.0,6425600.0,6295000.8,3383166.2,14850600.0,6128906.199999999,5103750.15,4087620.0,3431666.25,6010141.25,2032397.5
910,Q96DA6;A0A8I5KQT8,Q96DA6;A0A8I5KQT8,Mitochondrial import inner membrane translocase subunit TIM14,DNAJC19,12.498,73363979.5,10427050.0,,12161581.25,6728920.0,6467643.6,3189831.9,7778478.75,15127287.5,5515464.15,17454600.0,4652842.5,4703763.75,13312985.0
911,O15173,O15173,Membrane-associated progesterone receptor component 2,PGRMC2,23.818,40693247.0,40088500.0,,15325625.0,26379600.0,43562904.0,42520458.0,18091815.0,26718583.0,22136181.0,39756600.0,17108550.0,33690025.0,9286354.0
912,Q96QK1,Q96QK1,Vacuolar protein sorting-associated protein 35,VPS35,91.706,13899266.5,15645000.0,,13511312.5,11346800.0,13084456.0,13295363.0,10984515.0,10590384.0,17674404.0,16365600.0,11888775.0,14356450.0,9005059.0
913,O94766;G3V150;E9PNA1,O94766;G3V150,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,B3GAT3,37.121,13888717.5,17035500.0,,11190812.5,15901600.0,18877936.0,19646724.0,9204907.5,11073431.0,4881278.1,13338720.0,6466196.25,11575712.5,4921675.5
914,J3QS48;I3L295;J3KT75;J3QW43;J3QRD5;Q9H3L2;Q1HDL3;O75352;J3KTK8;J3QQZ4,J3QS48;I3L295;J3KT75;J3QW43;J3QRD5;Q9H3L2;Q1HDL3;O75352;J3KTK8;J3QQZ4,Mannose-P-dolichol utilization defect 1 protein,MPDU1;HBEBP2BPA,10.978,34002304.0,45857500.0,,36754812.5,31188000.0,37486284.0,40111039.0,14702332.5,29172667.0,17719122.0,30501360.0,24284137.5,32314337.5,16600353.0
915,Q9H490,Q9H490,Phosphatidylinositol glycan anchor biosynthesis class U protein,PIGU,50.051,9307095.0,8310150.0,,839969.375,6692040.0,3291877.5999999996,0.0,8321424.0,2391119.3,2811143.1,2651148.0,4779000.0,3805017.5,3836995.4
916,O94874,O94874,E3 UFM1-protein ligase 1,UFL1,89.594,17104244.5,21924000.0,,10480312.5,16104400.0,20658572.0,24201757.0,10435965.0,9998120.0,12531834.0,11240640.0,9379125.0,13354500.0,9407097.0
917,A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599,A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599,Septin-8,2023-09-08 00:00:00,49.355,9188850.3,13062000.0,,14181562.5,6775880.0,11355124.0,13201702.0,9146872.5,11312389.0,7817631.6,10612440.0,5974897.5,9134637.5,5440475.6
918,E7EQD7;A0A590UJ64;A0A590UJS9;A0A590UJ68;A0A590UJ18;A0A590UJ08;A0A590UJR5;A0A590UJC5;A0A590UKA8;A0A0C4DFT3;A0A590UJD9;Q12959;P78352,E7EQD7;A0A590UJ64;A0A590UJS9;A0A590UJ68;A0A590UJ18;A0A590UJ08;A0A590UJR5;A0A590UJC5;A0A590UKA8;A0A0C4DFT3;A0A590UJD9;Q12959,Disks large homolog 1,DLG1,71.856,12204857.35,5773100.0,,5244400.0,6747800.0,7494207.6,11524802.0,11053282.5,3928806.6999999997,3689235.0,8489232.0,5323758.75,4571850.0,6004776.4
919,O43181;H0Y9M8,O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUFS4,20.108,11596228.0,5053350.0,,3648487.5,3264840.0,6104692.0,11958751.0,7983509.25,13901711.5,1356458.85,59550480.0,1744571.25,2214150.0,4554643.100000001
920,P22830;A0A499FJN5;K7EJX5,P22830;A0A499FJN5,"Ferrochelatase, mitochondrial",FECH,47.862,10371105.5,3750450.0,,4699537.5,4093360.0,2533498.0,2027822.0,9702975.0,4385575.65,5127998.100000001,2820528.0,3570716.25,2219442.5,4870252.800000001
921,P51970,P51970,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUFA8,20.105,21073545.5,7425900.0,,11367125.0,7815720.0,5292733.6,1711787.7,9844485.0,12313667.0,11486743.5,3324564.0,8854312.5,4784347.5,14324660.0
922,D6REX3;O94979;H7BXG7;D6RHZ5;H0YAB3;H0Y9T9;H0Y8V7,D6REX3;O94979;H7BXG7;D6RHZ5,Protein transport protein Sec31A,SEC31A,136.22,3309125.4000000004,6447300.0,,4444475.0,8619200.0,6033398.8,11536663.0,8947725.0,2787818.9,3776743.5,4239180.0,4486860.0,4451717.5,2728890.5
923,P82094,P82094,TATA element modulatory factor,TMF1,122.84,5889027.2,7722900.0,,2520962.5,3899840.0,3959942.8,4066032.5999999996,11961570.0,3837988.0,1723223.55,1717596.0,2024358.75,4335101.25,2857101.8
924,O75608,O75608,Acyl-protein thioesterase 1,LYPLA1,24.669,2861656.0,1198300.0,,2693906.25,1175800.0,2545307.6,2391627.5,11095815.0,3092966.8,1374153.3,0.0,2153857.5,148266.125,2889014.8
925,O14967,O14967,Calmegin,CLGN,70.038,24188377.5,5451750.0,,2856087.5,10926800.0,4890045.6,2793838.0999999996,9455332.5,8294518.05,2741255.8049999997,580608.0,7018751.25,3249921.25,5510717.1
926,Q13418;A0A0A0MTH3,Q13418;A0A0A0MTH3,Integrin-linked protein kinase,ILK,51.419,1365678.335,1414300.0,,4801387.5,2427080.0,2121565.6,2329664.0,9274867.5,2914334.7,2621939.7,164084.4,2295641.25,856696.25,3875916.1000000006
927,Q14165;F5H1S8;H0YG07;F5GX14,Q14165;F5H1S8;H0YG07,Malectin,MLEC,32.233,41004922.0,26960500.0,,32172437.5,15102000.0,16952584.0,10463447.0,6824359.5,26284647.0,11920431.0,8547336.0,6535957.5,15284087.5,3564353.1
928,P36543,P36543,V-type proton ATPase subunit E 1,ATP6V1E1,26.145,29352113.0,31157000.0,,25350500.0,27355200.0,39225780.0,51120501.0,12196095.0,22319117.0,20007064.5,29562840.0,14691375.0,19249112.5,11052426.0
929,Q8NBM4;Q5JUH4,Q8NBM4,Ubiquitin-associated domain-containing protein 2,UBAC2,38.963,6413120.699999999,12163500.0,,9860593.75,17292400.0,16193188.0,22553487.0,7598172.75,6911273.75,4008544.65,6956244.0,6968025.0,6498283.75,4351979.1
930,Q92643;A6NEM5;B1AK81,Q92643;A6NEM5;B1AK81,GPI-anchor transamidase,PIGK,45.251,11369424.5,10086200.0,,12691875.0,9844400.0,11614548.0,2664144.2,11053282.5,8219275.6,8165314.050000001,2859084.0,7349062.5,7313872.5,5621688.800000001
931,A0A0J9YXF2;Q15165,A0A0J9YXF2;Q15165,Serum paraoxonase/arylesterase 2,PON2,41.527,15963514.0,5927850.0,,3601587.5,4671560.0,4494375.6,5294055.1,9819840.0,7501815.199999999,3623391.5999999996,1228716.0,3056467.5,4599980.0,3108424.9
932,Q8IYU8,Q8IYU8,"Calcium uptake protein 2, mitochondrial",MICU2,49.666,4811398.9,2665400.0,,0.0,1914600.0,2164738.4,497016.8,5980228.5,1459769.5,1860654.2999999998,717228.0,2572357.5,1781506.25,3439135.7
933,G5EA31;P53992,G5EA31;P53992,Protein transport protein Sec24C,SEC24C,111.98,3986994.55,7728400.0,,10772562.5,5795360.0,6252699.199999999,9513749.0,9332505.0,5220279.4,5283547.35,7182396.0,4229786.25,5091675.0,4008865.0
934,O75348;A0A7I2V4K4;A0A7I2V3Q6;A0A7I2V375;A0A7I2V2N1;A0A7I2YQH3;F2Z307;O95670,O75348;A0A7I2V4K4;A0A7I2V3Q6;A0A7I2V375,V-type proton ATPase subunit G 1,ATP6V1G1,13.757,18536990.5,6333100.0,,8552250.0,8106520.0,2825688.8,10891261.0,9433867.5,10500591.5,5291218.800000001,2769444.0,2291253.75,10699912.5,1149361.5
935,P26572;D6RF69;D6RA48;D6RBS3;D6RAK2;D6R9U2;D6RD15;D6RB69;D6RHZ8,P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1,50.878,7304031.699999999,8467000.0,,4489581.25,5775800.0,7394745.6,11993516.0,7948131.75,4218671.55,2551393.2,3334608.0,4122866.25,5952612.5,2432033.8
936,O75970,O75970,Multiple PDZ domain protein,MPDZ,221.62,12957049.0,11291500.0,,9821875.0,7533480.0,31057796.0,36519610.0,10530967.5,6156210.45,12218808.0,9021960.0,8331525.0,13876500.0,6611748.5
937,Q9Y320;A0A669KAZ6;E9PSF0;E9PRL5;E9PLR1;A0A669KBH8;G3V155,Q9Y320,Thioredoxin-related transmembrane protein 2,TMX2,34.037,21284525.5,26891500.0,,13906812.5,18941600.0,24151116.0,24597260.0,10333807.5,13906109.5,11554206.0,11734920.0,11193525.0,20355825.0,8834966.0
938,A0A0A0MRU0;B4DZ84;D3DX48;D3DX49;A0A0C4DH75;Q14168;A0A087WVY2;E5RI47;E5RK50;E5RJK0;E5RK44;E5RI32;E5RIU3;A0A087X0C7,A0A0A0MRU0;B4DZ84;D3DX48;D3DX49;A0A0C4DH75;Q14168,MAGUK p55 subfamily member 2,MPP2,63.319,11595269.0,14464000.0,,6462225.0,11395200.0,13594108.0,20317893.0,8417460.0,7980537.5,6681832.95,7123176.0,4878900.0,9214025.0,4108091.4000000004
939,Q9NUL3,Q9NUL3,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,62.608,6913910.5,8098750.0,,10584437.5,7882880.0,6695849.6,15734639.0,9464872.5,4106522.55,4816321.35,8482680.0,5066955.0,6083982.5,3920265.3
940,Q8WU76,Q8WU76,Sec1 family domain-containing protein 2,SCFD2,75.126,12277118.0,13318000.0,,6181087.5,11438800.0,9753713.2,8065848.1,9743122.5,6154231.35,6557470.65,3220992.0,7464150.000000001,9886100.0,4932697.0
941,P17655,P17655,Calpain-2 catalytic subunit,CAPN2,79.994,4640984.6,5082600.0,,4976300.0,5011160.0,2399962.4,0.0,10722960.0,3267714.0,7320529.35,0.0,3026666.25,4686436.25,4908548.4
942,Q6IAN0;A0A0C4DGQ8;J3KRS1;J3QKT1;J3QLK1,Q6IAN0;A0A0C4DGQ8,Dehydrogenase/reductase SDR family member 7B,DHRS7B,35.119,20964699.0,23431500.0,,14188562.5,20622000.0,23748912.0,24070468.0,9020070.0,13138292.0,10097401.5,9536400.0,9816525.0,14328537.5,8424703.0
943,Q9UM00;J3KS45;J3QQY2;J3KTQ7;A0A0D9SEL8,Q9UM00;J3KS45;J3QQY2,Transmembrane and coiled-coil domain-containing protein 1,TMCO1,27.079,32174450.0,41221000.0,,27892375.0,31140800.0,35899732.0,70179492.0,9275265.0,33113641.5,13862194.5,25160760.0,17350537.5,33454762.5,11228441.0
944,P52789,P52789,Hexokinase-2,HK2,102.38,13883922.5,9098300.0,,4288331.25,8428800.0,12034176.0,18495798.0,8065314.75,3467896.3,3966717.9,7849440.0,3698392.5,8271162.5,4631958.1
945,Q9NQ50,Q9NQ50,"39S ribosomal protein L40, mitochondrial",MRPL40,24.49,26978108.5,7061150.0,,14432250.0,8726800.0,9681500.399999999,5313319.0,7391433.0,6309407.449999999,10835248.5,5111316.0,7420241.25,4672226.25,13182701.0
946,P33121;E7EPM6;B7Z3Z9;D6RER0;D6RG07;A0A494BZW8;A0A494C0J9;E7ERD7;C9J8C7;A0A494C0B6,P33121;E7EPM6;B7Z3Z9;D6RER0,Long-chain-fatty-acid--CoA ligase 1,ACSL1,77.942,9073051.05,12513000.0,,5509218.75,15534000.0,14110052.0,21571069.0,9966517.5,7348325.0,5921858.25,10898640.0,6670417.5,7047833.75,5144013.7
947,Q9UN70,Q9UN70,Protocadherin gamma-C3,PCDHGC3,101.08,7294873.25,29860500.0,,3966418.75,34894400.0,45046364.0,8253292.8,9871912.5,15719918.0,16206265.8,19385280.0,22854825.0,21246995.0,4682130.6
948,P61011;A0A7I2V5K0;G3V480;A0A7I2V584;A0A7I2V5S0;A0A7I2V591;G3V346;G3V3L9,P61011;A0A7I2V5K0;G3V480;A0A7I2V584,Signal recognition particle 54 kDa protein,SRP54,55.704,6192742.5,4021800.0,,15185187.5,4990440.0,4935686.8,6154386.6,7706332.5,8057502.5,9638656.5,15795720.0,7225368.75,3791061.25,9792356.0
949,Q8TCJ2,Q8TCJ2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,STT3B,93.673,13101858.0,19449000.0,,17747187.5,23474000.0,22712668.0,24496237.0,7597298.25,13420863.5,10741572.0,10079244.0,14425087.5,12328987.5,10744811.0
950,O75436,O75436,Vacuolar protein sorting-associated protein 26A,VPS26A,38.169,4500299.3,5376450.0,,8652743.75,3532520.0,6773580.0,8854359.2,8171924.25,3114626.95,6306857.1,7126632.0,3659816.25,3678577.5,2750111.0
951,Q9GZY8;A0A0A0MS29;H7C433;C9JHF5;E9PQX8;C9JU19,Q9GZY8;A0A0A0MS29;H7C433,Mitochondrial fission factor,MFF,38.464,6120961.35,5012400.0,,5037943.75,8298800.0,7463715.6,12195153.0,7387378.5,5414707.65,4589069.1,6100884.0,3921615.0,4463498.75,3240650.0
952,Q92796,Q92796,Disks large homolog 3,DLG3,90.313,8347807.3,5588050.0,,7926887.5,4052360.0,6355936.4,1246141.2,7815525.75,5221232.3,7058813.4,6114816.0,5088926.25,4170743.75,8139460.0
953,Q5VYK3,Q5VYK3,Proteasome-associated protein ECM29 homolog,ECM29,204.29,1433609.1,3083250.0,,3672593.75,3042400.0,1997806.8,887202.8,9727222.5,1993393.5,4304415.9,1111608.0,3095178.75,2077270.0,4773790.0
954,Q9BYD2,Q9BYD2,"39S ribosomal protein L9, mitochondrial",MRPL9,30.243,14993006.0,13527500.0,,5267587.5,7290960.0,8425907.6,15573084.0,7072598.25,10604677.5,6333919.2,11001600.0,7172786.25,9186112.5,6738709.6
955,Q9C0D9;C9JAG1,Q9C0D9;C9JAG1,Ethanolaminephosphotransferase 1,EPT1,45.228,10588319.0,9858450.0,,16948312.5,11250400.0,11884620.0,5788086.199999999,12616252.5,2957435.1,5116780.05,1882152.0,4481662.5,4846008.75,6543119.1
956,Q9NWW5;A0A0S2Z5D0;H3BUV4;A0A1B0GTU6;A0A1B0GUD2;H3BUT1;H3BTY4,Q9NWW5;A0A0S2Z5D0;H3BUV4;A0A1B0GTU6;A0A1B0GUD2;H3BUT1,Ceroid-lipofuscinosis neuronal protein 6,CLN6,35.919,8253633.5,14710000.0,,9406775.0,18008000.0,15973936.0,23401344.0,9318195.0,8056403.0,4670987.85,10282320.0,8344755.0,9882837.5,4480453.6
957,Q12768,Q12768,WASH complex subunit strumpellin,KIAA0196,134.28,10288152.0,9802700.0,,9531812.5,3934280.0,5763714.0,13219289.0,6385122.0,5737447.55,6774121.65,7664076.0,4198027.5,8962812.5,4870219.9
958,Q9C0H2,Q9C0H2,Protein tweety homolog 3,TTYH3,57.544,12568174.5,1116150.0,,5387812.5,12758800.0,4534934.8,1059383.6199999999,10759927.5,1493597.4500000002,2530499.1,1344924.0,3229537.5,1187477.5,2856871.5
959,J3QRU4;F8WCA0;L7N2F9;P63027,J3QRU4;F8WCA0;L7N2F9;P63027,Vesicle-associated membrane protein 2,VAMP2,12.251,8746367.7,7070600.0,,1053193.75,4251480.0,3155486.4,1050851.88,5850047.25,1330541.6,2175068.1,0.0,1022388.75,1626972.5,777492.8
960,Q07812;K4JQN1,Q07812;K4JQN1,Apoptosis regulator BAX,BAX,21.184,8905801.45,5935600.0,,5712743.75,8576840.0,7124528.4,4890740.199999999,7963395.75,6996851.5,4069415.0999999996,2742084.0,1328501.25,2503751.25,1306343.85
961,Q9BVG9;A0A0J9YWQ2,Q9BVG9,Phosphatidylserine synthase 2,PTDSS2,56.252,11074532.0,13855500.0,,9051000.0,16900000.0,11797016.0,13193849.2,10284120.0,6137885.449999999,4111858.65,9192240.0,8618805.0,7937300.0,6631389.800000001
962,Q9BWS9,Q9BWS9,Chitinase domain-containing protein 1,CHID1,44.94,9902681.95,8808800.0,,4711875.0,10926000.0,7603640.0,9730273.6,8630520.0,8504632.5,8600505.0,10569600.0,9678825.0,7111996.25,8503334.0
963,B1ALM5;Q9P0T7;B1ALM7;B1ALM8;B1ALM4;Q9NQ34,B1ALM5;Q9P0T7,Transmembrane protein 9,TMEM9,20.958,9280338.9,3154900.0,,1518037.5,1607520.0,5366011.199999999,6401504.4,4170570.0,13949356.5,4293043.65,25929468.0,0.0,3211170.0,0.0
964,Q7Z434,Q7Z434,Mitochondrial antiviral-signaling protein,MAVS,56.527,8459099.25,2430900.0,,3158662.5,2412400.0,2675842.4,1887944.0,6840418.5,2527567.25,2300432.7,1161756.0,2441373.75,1390876.25,3340073.8
965,Q15375;A0A7P0TA58;A0A7P0TBL4,Q15375;A0A7P0TA58;A0A7P0TBL4,Ephrin type-A receptor 7,EPHA7,112.1,7308155.399999999,3414900.0,,4156337.5,5864840.0,3398357.6,8749737.0,8355052.5,3900439.5999999996,1748396.7000000002,3460320.0,2566957.5,3061711.25,1528501.1
966,Q9Y2A7,Q9Y2A7,Nck-associated protein 1,NCKAP1,128.79,9277270.1,6920150.0,,12154625.0,6542160.0,7969544.0,11207827.0,7447202.25,9530832.5,6395599.2,12569040.0,6099165.0,5536825.0,7722288.0
967,Q8NC56;H7C2Z0;D6RBV0;H0Y9B7;D6R958,Q8NC56,LEM domain-containing protein 2,LEMD2,56.974,12161558.5,14477500.0,,3832675.0,10845200.0,13077196.0,22463098.0,7542125.25,8062267.0,4123693.5,16609680.0,5163041.25,9382225.0,3943755.9
968,Q68D91,Q68D91,Metallo-beta-lactamase domain-containing protein 2,MBLAC2,31.371,10577770.0,3600900.0,,1597225.0,5468920.0,4939946.0,4384275.5,8157097.5,3177005.25,1144279.65,1641780.0,1736808.75,1702118.75,1026874.8
969,Q96A35,Q96A35,"39S ribosomal protein L24, mitochondrial",MRPL24,24.915,10107764.1,4539500.0,,8844281.25,4314960.0,6402352.0,1303932.9,6573060.0,4174618.25,6799256.25,14554080.0,5980770.0,3352146.25,8702708.0
970,Q9BTT6,Q9BTT6,Leucine-rich repeat-containing protein 1,LRRC1,59.241,8924262.2,11337400.0,,1234130.625,12654400.0,11625680.0,4026400.5,10168845.0,5344522.9,5121444.6,2454264.0,4917442.5,8534700.0,3068023.7
971,A0A3B3IRT8;P43307;C9J3L8;C9J5W0;E9PAL7;C9IZQ1;C9JBX5;C9JY01,A0A3B3IRT8;P43307;C9J3L8;C9J5W0;E9PAL7;C9IZQ1,Translocon-associated protein subunit alpha,SSR1,32.449,33042824.5,3134550.0,,2145587.5,3553840.0,6376409.6,0.0,7059401.25,15303207.5,8301357.0,1181088.0,3804907.5,2935597.5,2890100.5
972,Q9NUQ3,Q9NUQ3,Gamma-taxilin,TXLNG,60.585,1923034.75,1611600.0,,8600418.75,1178040.0,1385934.0,1508596.5,7134250.5,1649066.75,4086531.3,6266268.0,1879807.5,1388665.0,5062915.2
973,Q5SRE5,Q5SRE5,Nucleoporin NUP188 homolog,NUP188,196.04,5550452.25,4846900.0,,3891168.75,10496800.0,5441660.399999999,10947703.0,8060584.5,3318694.1500000004,5570552.1,2378124.0,4399683.75,3566057.5,8288168.0
