,Protein IDs,Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],RIPA sample avg,SMA200P sample avg,SMA200CB sample avg,SMA300CB sample avg,ChloroSMA20 sample avg,ChloroSMA40 sample avg,ChloroSMA60 sample avg,ChloroSMA80 sample avg,NP40 sample avg,AASTY645 sample avg,AASTY650 sample avg,AASTY1150 sample avg,AASTY1145 sample avg,AASTY80 sample avg
888,Q92734;C9JUE0;C9JJP5,Q92734;C9JUE0;C9JJP5,Protein TFG,TFG,43.447,11284553.0,0.0,,5704039.719185318,2056650.53640937,2798609.830077402,3857295.54998129,9374322.416279979,11083910.267038524,11118344.848561686,5993162.224874997,3879920.9943955215,1967600.1975305597,6158836.147019908
889,A0A494C017;C9JJV6;C9JZL8;A0A499FIY8;C9JC07;Q96S97,A0A494C017;C9JJV6;C9JZL8;A0A499FIY8;C9JC07;Q96S97,Myeloid-associated differentiation marker,MYADM,13.153,3006944.4999999995,2625040.3399834144,,1813851.4597754464,6044271.567770739,5418147.185490679,10417231.091287494,10295275.742057977,10227761.813122876,2565708.1675741114,3582710.5856565866,3526148.682533998,2899655.5612942474,2508600.701947836
890,Q86XL3,Q86XL3,Ankyrin repeat and LEM domain-containing protein 2,ANKLE2,104.11,7006693.75,6264508.1728876345,,5418878.517150828,12747053.586384084,9629572.236753954,14255584.584993431,13495063.044828204,4944718.026768258,4928147.763074177,3848889.7169616013,6802956.547114578,8408120.492057689,4753642.031081994
891,P19367,P19367,Hexokinase-1,HK1,102.48,37512723.5,28796999.71921011,,23618786.516334914,25657036.406540208,23719115.838260252,17089694.145051304,15290770.280188086,20225730.89696907,25713155.764589123,26674943.202359557,21656620.007818732,31328762.629690424,31011696.995341122
892,Q9Y3D3,Q9Y3D3,"28S ribosomal protein S16, mitochondrial",MRPS16,15.345,20686109.5,15909073.63565211,,13870340.9235197,15703384.382919122,12477133.236198267,20309843.71186099,12829611.599862289,18369673.539984617,16724734.204474777,48000116.5007248,25232924.580038086,19396444.46924331,23478731.18032798
893,Q9NZ08,Q9NZ08,Endoplasmic reticulum aminopeptidase 1,ERAP1,107.23,28997283.0,52962401.002141565,,21759039.546544764,45308720.03047925,37525078.384485014,32640177.493951164,11587341.896477018,16678553.808799116,29385371.37857884,16104593.965314768,38041967.17660651,41553593.18968522,13811240.531279474
894,Q8N357,Q8N357,Solute carrier family 35 member F6,SLC35F6,40.214,16464591.500000002,29287207.363474127,,30373692.030584402,27909259.59564343,35722440.74264385,47193615.790447734,12522739.565274967,35441226.87692197,19537359.52464667,113506137.30384892,31566168.277596045,24157196.501657076,17680685.476942316
895,Q9Y237,Q9Y237,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,PIN4,13.81,7570058.3,11952860.400886985,,23797148.214022387,8930191.603562595,12968269.41557644,13651328.490508955,18685471.908223666,10323517.268100597,29461836.045189764,16190139.073101906,19008886.01386807,14435333.040307106,17965280.10486319
896,Q96NT0,Q96NT0,Coiled-coil domain-containing protein 115,CCDC115,19.76,6763587.25,2193841.1709595467,,853417.2205814802,1879270.6886172679,1442110.1134729285,0.0,11446551.704784483,3705649.566290981,1683369.6354395347,0.0,4541756.40444182,4747926.666913655,1099954.9806827349
897,Q8N5K1;D6RCF4;A0A2R8Y540;I3L1N9,Q8N5K1;D6RCF4,CDGSH iron-sulfur domain-containing protein 2,CISD2,15.278,39646019.0,39727334.483273245,,43749188.00015409,41123799.18140171,41771484.02801712,55090788.51598128,19670722.231724724,30972129.9112153,31136412.24396904,28490012.53016966,57545872.85790374,54582864.27032599,43731839.49545669
898,O43752,O43752,Syntaxin-6,STX6,29.176,0.0,3847320.1930822465,,1354026.3025665132,6255388.705665462,3700036.9500452545,4125858.8134197,6706221.825450424,3289538.407871044,3164617.6688041887,0.0,3559433.3603043333,2326592.2253999724,4717693.235976199
899,E5KLJ9;A0A2R8Y3X5;O60313;A0A2R8YE78;A0A2R8YDM2;C9JMB8;A0A2R8YFD1;A0A2R8YGE5;A0A2R8YD53;A0A2R8Y4Q3;A0A2R8Y4G4;A0A2R8YE54,E5KLJ9;A0A2R8Y3X5;O60313;A0A2R8YE78;A0A2R8YDM2;C9JMB8;A0A2R8YFD1;A0A2R8YGE5;A0A2R8YD53,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",OPA1,113.68,21269661.0,16532630.716186186,,13370601.898596557,16543362.305439983,17504375.01056094,28656946.515193842,14136346.911978634,20262892.769448463,12546131.335854203,29408895.01449545,15296369.29273789,12386702.53816526,22819018.6904336
900,Q8NBN7,Q8NBN7,Retinol dehydrogenase 13,RDH13,35.932,12852038.5,6043158.906204543,,3743583.644481384,5536427.479041712,5927640.053381441,12675430.151762245,10960333.761338525,5464780.614781234,4853276.110350979,11844622.179367898,5703973.650045306,9529896.700316075,8461903.520428091
901,P51151,P51151,Ras-related protein Rab-9A,RAB9A,22.837,19399131.5,19312453.579969704,,17024841.5585351,24958686.015849456,27567522.48306804,24995415.542063035,15948915.248140017,17463025.6648367,11927532.18297181,19269762.953438893,15079593.837318119,18647726.818757683,10486563.105652815
902,A0A3B3IUB5;Q8TCT9;A0A3B3IT72;A0A0S2Z6F0;A0A075B6F6;A0A0C4DGU3,A0A3B3IUB5;Q8TCT9;A0A3B3IT72;A0A0S2Z6F0;A0A075B6F6,Minor histocompatibility antigen H13,HM13,46.313,69167875.0,79279209.18198062,,95012950.0867205,87308191.87819639,94107540.11741035,61621973.525316104,15629678.40629826,64601079.17133402,56655220.314255394,56285771.22639336,65287012.65054092,89716682.34193818,57543470.77450904
903,Q14696,Q14696,LDLR chaperone MESD,MESDC2,26.076,12819432.5,12564540.203696605,,10408383.874258878,12194648.640079241,11910729.21896611,11730711.967407027,14525838.340493312,11036057.992886977,12415313.03539401,25593117.65558207,11283636.548732245,10977626.322091063,10996358.700015422
904,Q00013;A6NFY0;C9JB34;C9J9J4,Q00013,55 kDa erythrocyte membrane protein,MPP1,52.296,9094149.049999999,3084421.0497898613,,1858768.1555955242,3765450.037323809,2321335.928750037,599914.2692337139,11648660.099725142,1637158.6560784408,7077250.938729759,1321060.878827096,4486172.954334187,2770397.154157203,5495932.5503135985
905,P35611;A0A804HL01;H0Y9H2,P35611;A0A804HL01;H0Y9H2,Alpha-adducin,ADD1,80.954,5614417.55,3860871.0872133328,,11427220.693732219,4820747.865960367,3936399.620716227,3640789.1965442603,17687294.740774795,5706383.692571917,11419042.150009153,7496952.109451491,12747639.232273057,5558879.846761565,15839351.721831383
906,A0A8V8TN61;A0A8V8TNH0;A0A140T9T7;Q03518;A0A2R8Y4Y0;A0A0S2Z4R8;A0A8V8TLN3;A0A8V8TLQ7,A0A8V8TN61;A0A8V8TNH0;A0A140T9T7;Q03518;A0A2R8Y4Y0;A0A0S2Z4R8,Antigen peptide transporter 1,TAP1,73.87,12996368.0,14688413.411333885,,15228173.725731982,22606287.25545176,13500559.23291794,11633392.091579037,14441532.836485807,8994954.873625003,6432080.314200073,7444868.523417826,13211662.952230427,18358594.61587043,9899529.701515801
907,X6RLX0;Q8IUD2,X6RLX0;Q8IUD2,ELKS/Rab6-interacting/CAST family member 1,ERC1,128.47,2864868.6500000004,7873231.453039533,,15101417.287527865,258431844.95428944,5190069.39193601,2878742.623775564,13325890.000119807,2001594.4490821706,20608502.062754724,24976261.77630066,14322808.816029135,5098762.471561799,15805096.167074775
908,Q9NRX2,Q9NRX2,"39S ribosomal protein L17, mitochondrial",MRPL17,20.05,14115521.0,2366655.561850419,,15950375.465667157,6432595.836955332,16819383.536566027,4986125.122171987,6855037.901124474,21504506.563657206,10742138.688835932,27930186.722746342,8363805.218431159,8595299.904679095,12976017.166729085
909,O43847,O43847,Nardilysin,NRD1,131.7,2359523.6,8337471.049187804,,5732588.466528587,9248392.97284106,7042795.3431404345,3721731.617540357,20997690.86480287,8513021.384909375,8436155.505516933,6607632.152170504,6649023.086463557,9799111.169684727,4023073.9450370604
910,Q96DA6;A0A8I5KQT8,Q96DA6;A0A8I5KQT8,Mitochondrial import inner membrane translocase subunit TIM14,DNAJC19,12.498,73363979.5,11258633.517892381,,15116099.50044726,9684962.718315747,7235946.69394991,3509049.6697646216,10998215.034472564,21011729.953245535,9116691.038354173,28215337.082036808,9015112.46910413,7669154.847597486,26352681.0499271
911,O15173,O15173,Membrane-associated progesterone receptor component 2,PGRMC2,23.818,40693247.0,43285658.914269015,,19048811.79875701,37968268.68562594,48737820.24378358,46775630.74817217,25580538.062650908,37111983.93825575,36589617.38443825,64266489.64947375,33148661.79830748,54929208.24189576,18382077.7292782
912,Q96QK1,Q96QK1,Vacuolar protein sorting-associated protein 35,VPS35,91.706,13899266.5,16892728.181741364,,16793732.651470535,16331496.729368921,14638782.219745854,14625877.039022267,15531321.98495617,14709992.7008839,29214600.28981444,26454970.06804977,23035089.570488032,23407178.583701387,17825262.152911272
913,O94766;G3V150;E9PNA1,O94766;G3V150,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,B3GAT3,37.121,13888717.5,18394124.06136497,,13909493.491304755,22887239.432415556,21120480.198970452,21612841.217167795,13015083.708678802,15380942.672498137,8068424.179673887,21562022.67842895,12528575.046554739,18873382.327879414,9742318.847556764
914,J3QS48;I3L295;J3KT75;J3QW43;J3QRD5;Q9H3L2;Q1HDL3;O75352;J3KTK8;J3QQZ4,J3QS48;I3L295;J3KT75;J3QW43;J3QRD5;Q9H3L2;Q1HDL3;O75352;J3KTK8;J3QQZ4,Mannose-P-dolichol utilization defect 1 protein,MPDU1;HBEBP2BPA,10.978,34002304.0,49514751.204487346,,45683977.391532265,44889018.930055864,41939347.551288605,44125092.659856424,20788051.178170875,40520694.871433996,29288516.134205002,49305406.81886461,47051717.47758262,52686246.85604718,32859933.961106427
915,Q9H490,Q9H490,Phosphatidylinositol glycan anchor biosynthesis class U protein,PIGU,50.051,9307095.0,8972905.40744634,,1044030.4092716969,9631881.179963162,3682925.7005762905,0.0,11765900.953964915,3321253.2661651005,4646630.348834952,4285577.1243321365,9259548.864989229,6203812.511909908,7595224.960160133
916,O94874,O94874,E3 UFM1-protein ligase 1,UFL1,89.594,17104244.5,23672494.25736642,,13026385.573486274,23179130.32118737,23112641.173537478,26623712.49361875,14755711.348087113,13887340.838874334,20714278.18489984,18170479.221398726,18172518.570483804,21773569.81677505,18621085.11702868
917,A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599,A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599,Septin-8,2023-09-08 00:00:00,49.355,9188850.3,14103727.4215344,,17626812.28823033,9752552.442855809,12704019.740232944,14522843.051206224,12933026.351444831,15712854.191081204,12922018.892802412,17154994.77861943,11576659.41924084,14893381.808168145,10769269.119338056
918,E7EQD7;A0A590UJ64;A0A590UJS9;A0A590UJ68;A0A590UJ18;A0A590UJ08;A0A590UJR5;A0A590UJC5;A0A590UKA8;A0A0C4DFT3;A0A590UJD9;Q12959;P78352,E7EQD7;A0A590UJ64;A0A590UJS9;A0A590UJ68;A0A590UJ18;A0A590UJ08;A0A590UJR5;A0A590UJC5;A0A590UKA8;A0A0C4DFT3;A0A590UJD9;Q12959,Disks large homolog 1,DLG1,71.856,12204857.35,6233519.275552002,,6518467.507680846,9712136.781333558,8384458.090268655,12678129.732229041,15628554.332911495,5457093.70691221,6098057.162221344,13722831.94387803,10315045.886386057,7454078.787436671,11886286.752770282
919,O43181;H0Y9M8,O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUFS4,20.108,11596228.0,5456367.398990267,,4534846.163704088,4699097.87622174,6829879.416203834,13155505.544774111,11288113.560919708,19309410.753641583,2242135.1866988763,96263269.65940733,3380193.081780778,3610015.3214131924,9015788.488498352
920,P22830;A0A499FJN5;K7EJX5,P22830;A0A499FJN5,"Ferrochelatase, mitochondrial",FECH,47.862,10371105.5,4049557.8401541645,,5841236.842132117,5891590.179797791,2834456.814724409,2230753.325728994,13719315.68548817,6091543.592817237,8476235.73493216,4559379.6632018555,6918439.338749967,3618644.369169026,9640529.052719163
921,P51970,P51970,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUFA8,20.105,21073545.5,8018134.241277928,,14128639.113768332,11249198.506862134,5921467.007686942,1883092.3546134646,13919400.748332653,17103624.54195381,18986813.925048,5374153.169411193,17155668.394985337,7800540.965140078,28355263.385983586
922,D6REX3;O94979;H7BXG7;D6RHZ5;H0YAB3;H0Y9T9;H0Y8V7,D6REX3;O94979;H7BXG7;D6RHZ5,Protein transport protein Sec31A,SEC31A,136.22,3309125.4000000004,6961488.424809274,,5524209.800205901,12405650.633639142,6750117.167888062,12691177.70448522,12651445.96805976,3872267.112352695,6242702.8232270125,6852628.685356799,8693513.16601079,7258211.2239926085,5401762.337047333
923,P82094,P82094,TATA element modulatory factor,TMF1,122.84,5889027.2,8338820.739838311,,3133401.751264563,5613056.0338652395,4430351.575323468,4472934.875434089,16912808.177292503,5330946.967180793,2848372.5518125007,2776491.5902259625,3922295.201065811,7068076.658030162,5655553.015538784
924,O75608,O75608,Acyl-protein thioesterase 1,LYPLA1,24.669,2861656.0,1293867.445201705,,3348360.224117793,1692333.8610350036,2847669.2984915837,2630966.129931483,15688692.259103516,4296116.085316286,2271382.9216775554,0.0,4173205.4340810915,241737.45360366895,5718723.905489183
925,O14967,O14967,Calmegin,CLGN,70.038,24188377.5,5886540.803119749,,3549941.5696444623,15726988.971557474,5470942.971035742,3073427.3684393265,13369166.825510329,11521045.882080363,4531111.353752495,938552.0397217482,13599177.687921997,5298767.249683316,10908310.20185775
926,Q13418;A0A0A0MTH3,Q13418;A0A0A0MTH3,Integrin-linked protein kinase,ILK,51.419,1365678.335,1527093.989609256,,5967830.14463713,3493306.401973836,2373590.21905874,2562801.7231448865,13114002.166714275,4047996.9531730553,4333889.862396265,265242.2086959174,4447918.462201287,1396782.7781754744,7672267.396048096
927,Q14165;F5H1S8;H0YG07;F5GX14,Q14165;F5H1S8;H0YG07,Malectin,MLEC,32.233,41004922.0,29110667.826387856,,39988366.35013401,21736371.80587738,18966412.148731902,11510561.180339824,9649158.35934445,36509248.910644785,19703670.174525432,13816756.980591256,12663740.918757655,24919626.06364513,7055537.161171512
928,P36543,P36543,V-type proton ATPase subunit E 1,ATP6V1E1,26.145,29352113.0,33641849.27826882,,31509116.49635102,39372453.84877082,43885481.430765055,56236310.494058326,17244409.826388694,31001146.715754006,33070331.10367038,47788290.5195376,28465265.68453256,31384319.51250195,21877967.80405909
929,Q8NBM4;Q5JUH4,Q8NBM4,Ubiquitin-associated domain-containing protein 2,UBAC2,38.963,6413120.699999999,13133569.781950213,,12256113.18088167,24889023.69328261,18116806.122883663,24810494.280087516,10743275.190353865,9599726.168221144,6625854.523503261,11244758.933742167,13500893.069672853,10594993.067493338,8614620.774998903
930,Q92643;A6NEM5;B1AK81,Q92643;A6NEM5;B1AK81,GPI-anchor transamidase,PIGK,45.251,11369424.5,10890599.871312225,,15775222.1033954,14169086.121426253,12994261.1869217,2930754.5407691654,15628554.332911495,11416534.4790664,13496714.58293903,4621705.384589627,14239172.071690708,11924752.96789405,11127975.574850224
931,A0A0J9YXF2;Q15165,A0A0J9YXF2;Q15165,Serum paraoxonase/arylesterase 2,PON2,41.527,15963514.0,6400610.978084726,,4476552.34055745,6723795.859718218,5028270.615311756,5823849.934026527,13884554.473342882,10419985.41652313,5989222.453411792,1986217.7373352547,5922056.95134996,7499942.767289595,6153040.055055386
932,Q8IYU8,Q8IYU8,"Calcium uptake protein 2, mitochondrial",MICU2,49.666,4811398.9,2877972.3678883626,,0.0,2755691.7931090477,2421891.5941420174,546755.0305417251,8455617.237275515,2027612.850485208,3075536.332202459,1159398.0832946668,4984069.882710091,2904620.218907193,6807672.82390221
933,G5EA31;P53992,G5EA31;P53992,Protein transport protein Sec24C,SEC24C,111.98,3986994.55,8344759.37870054,,13389634.396825403,8341285.903119423,6995468.659482604,10465823.53968982,13195497.487254867,7250943.107499653,8733348.176411396,11610333.333142715,8195420.060752152,8301616.765646644,7935436.021088884
934,O75348;A0A7I2V4K4;A0A7I2V3Q6;A0A7I2V375;A0A7I2V2N1;A0A7I2YQH3;F2Z307;O95670,O75348;A0A7I2V4K4;A0A7I2V3Q6;A0A7I2V375,V-type proton ATPase subunit G 1,ATP6V1G1,13.757,18536990.5,6838180.686978986,,10629922.15364265,11667748.1639373,3161357.4889147086,11981188.041717906,13338816.844067626,14585271.348042104,8746028.56695771,4476802.446909373,4439417.463949531,17445452.23348939,2275128.907646616
935,P26572;D6RF69;D6RA48;D6RBS3;D6RAK2;D6R9U2;D6RD15;D6RB69;D6RHZ8,P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1,50.878,7304031.699999999,9142264.590271916,,5580274.102131447,8313133.113255633,8273180.819196752,13193749.601387054,11238092.295208588,5859714.596555381,4217281.245814603,5390389.281705487,7988257.272586293,9705314.60264015,4814142.811250984
936,O75970,O75970,Multiple PDZ domain protein,MPDZ,221.62,12957049.0,12192025.584156767,,12207988.149645872,10842969.293612842,34747207.82196019,40174256.64670065,14890038.11780574,8550946.857508207,20196867.274165906,14583986.028935224,16142741.757141529,22624653.97899427,13087771.02977536
937,Q9Y320;A0A669KAZ6;E9PSF0;E9PRL5;E9PLR1;A0A669KBH8;G3V155,Q9Y320,Thioredoxin-related transmembrane protein 2,TMX2,34.037,21284525.5,29036164.90247989,,17285314.891438454,27262724.155622236,27020070.799108468,27058794.87885068,14611267.917887585,19315519.554597102,19098324.89718894,18969482.166920774,21688008.309055984,33188736.14254034,17488567.821938522
938,A0A0A0MRU0;B4DZ84;D3DX48;D3DX49;A0A0C4DH75;Q14168;A0A087WVY2;E5RI47;E5RK50;E5RJK0;E5RK44;E5RI32;E5RIU3;A0A087X0C7,A0A0A0MRU0;B4DZ84;D3DX48;D3DX49;A0A0C4DH75;Q14168,MAGUK p55 subfamily member 2,MPP2,63.319,11595269.0,15617540.455142671,,8032149.281104198,16401159.051935766,15208976.70363253,22351176.474836472,11901689.019086339,11084928.40053111,11044620.165837653,11514604.283952346,9453110.055952279,15022817.524505652,8131851.901594458
939,Q9NUL3,Q9NUL3,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,62.608,6913910.5,8744645.724632654,,13155806.561442431,11345862.175944556,7491261.697893469,17309260.02301737,13382655.706151528,5703940.172189709,7961055.043641046,13712240.644818671,9817475.919481374,9919504.116798652,7760055.395690505
940,Q8WU76,Q8WU76,Sec1 family domain-containing protein 2,SCFD2,75.126,12277118.0,14380144.066758165,,7682712.613622575,16463912.714413336,10912374.451689884,8873026.071272472,13776081.391519891,8548197.897078224,10839057.65376528,5206729.172742079,14462159.795063686,16118588.383362899,9764135.598209737
941,P17655,P17655,Calpain-2 catalytic subunit,CAPN2,79.994,4640984.6,5487950.160212123,,6185235.652976926,7212583.561034333,2685058.279012791,0.0,15161501.84070991,4538839.109948811,12100342.329512503,0.0,5864315.555532266,7640903.581657154,9716334.12065964
942,Q6IAN0;A0A0C4DGQ8;J3KRS1;J3QKT1;J3QLK1,Q6IAN0;A0A0C4DGQ8,Dehydrogenase/reductase SDR family member 7B,DHRS7B,35.119,20964699.0,25300221.181877453,,17635512.858849235,29681330.908542138,26570088.257693626,26479284.938645165,12753736.646255532,18249024.721113164,16690325.104499862,15415577.586947612,19020002.703889597,23361669.22224939,16676463.700617403
943,Q9UM00;J3KS45;J3QQY2;J3KTQ7;A0A0D9SEL8,Q9UM00;J3KS45;J3QQY2,Transmembrane and coiled-coil domain-containing protein 1,TMCO1,27.079,32174450.0,44508478.643628046,,34668511.20233955,44821083.77251135,40164326.16650178,77202602.18942851,13114564.20340766,45994689.594323136,22913274.555519048,40672334.20646869,33617524.54803893,54545629.338228896,22226384.568218507
944,P52789,P52789,Hexokinase-2,HK2,102.38,13883922.5,9823912.3564038,,5330132.696838034,12131607.11676462,13463737.556845486,20346737.97824053,11403780.712418007,4816891.366774074,6556717.720775882,12688609.048916789,7165818.387876055,13485546.756497186,9168831.366213236
945,Q9NQ50,Q9NQ50,"39S ribosomal protein L40, mitochondrial",MRPL40,24.49,26978108.5,7624294.509460085,,17938401.47351973,12560519.763973694,10831583.362425027,5845041.640690874,10450959.906125171,8763736.7574587,17909936.536944132,8262435.339269191,14377084.420251884,7617735.179463408,26094787.519820314
946,P33121;E7EPM6;B7Z3Z9;D6RER0;D6RG07;A0A494BZW8;A0A494C0J9;E7ERD7;C9J8C7;A0A494C0B6,P33121;E7EPM6;B7Z3Z9;D6RER0,Long-chain-fatty-acid--CoA ligase 1,ACSL1,77.942,9073051.05,13510943.287831875,,6847620.969907155,22358151.213912014,15786210.62559188,23729762.233213566,14091946.013201348,10206788.263175603,9788433.134531157,17617636.688080486,12924263.81902684,11490995.56049635,10182431.089087488
947,Q9UN70,Q9UN70,Protocadherin gamma-C3,PCDHGC3,101.08,7294873.25,32241950.13556331,,4930015.205501311,50223655.96232338,50397503.1432258,9079229.025927896,13958181.280176105,21834890.882001393,26787866.653805688,31336278.66749547,44282353.81633761,34641725.93726237,9268146.425155874
948,P61011;A0A7I2V5K0;G3V480;A0A7I2V584;A0A7I2V5S0;A0A7I2V591;G3V346;G3V3L9,P61011;A0A7I2V5K0;G3V480;A0A7I2V584,Signal recognition particle 54 kDa protein,SRP54,55.704,6192742.5,4342548.68656615,,18874256.600715306,7182761.178315635,5522005.971824454,6770277.852677382,10896205.374623481,11191832.41725265,15932050.493941512,25533759.82568895,13999509.313285442,6181057.831183907,19383694.520450518
949,Q8TCJ2,Q8TCJ2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,STT3B,93.673,13101858.0,21000106.769363236,,22058665.447233178,33786226.44491893,25410746.95664769,26947662.149634253,10742038.709628422,18641515.18250511,17755095.587057006,16293084.172200851,27949320.482945237,20101544.056415208,21269052.524640284
950,O75436,O75436,Vacuolar protein sorting-associated protein 26A,VPS26A,38.169,4500299.3,5805235.438333228,,10754829.720590252,5084370.820533569,7578225.832852823,9740446.268261766,11554518.953583429,4326201.930022205,10424810.322400589,11520190.903236402,7091074.99555485,5997661.014839029,5443767.722632907
951,Q9GZY8;A0A0A0MS29;H7C433;C9JHF5;E9PQX8;C9JU19,Q9GZY8;A0A0A0MS29;H7C433,Mitochondrial fission factor,MFF,38.464,6120961.35,5412151.533279669,,6261855.052989626,11944497.572680121,8350343.890377998,13415565.129742114,10445227.13185266,7521003.016408114,7585422.3689148715,9862070.660937807,7598323.022007685,7277419.720709361,6414775.938262249
952,Q92796,Q92796,Disks large homolog 3,DLG3,90.313,8347807.300000001,6033711.071650996,,9852634.925976556,5832578.708201911,7110969.593398111,1370846.9610389466,11050596.854295893,7252266.681040013,11667743.478161192,9884591.719926665,9860046.303034397,6800103.353064748,16111833.168792697
953,Q5VYK3,Q5VYK3,Proteasome-associated protein ECM29 homolog,ECM29,204.29,1433609.1,3329146.958539729,,4564808.75377293,4378939.053251314,2235129.887121586,975988.3247622697,13753599.923784556,2768814.0330878855,7114909.787035641,1796912.8151369134,5997061.912848143,3386842.1410979303,9449583.641034035
954,Q9BYD2,Q9BYD2,"39S ribosomal protein L9, mitochondrial",MRPL9,30.243,14993006.0,14606352.21978308,,6547288.147855956,10493909.242602287,9426836.420260916,17131537.64228664,10000150.274362367,14729846.303989328,10469542.15236798,17784071.387584712,13897628.118852865,14977308.163053652,13339086.972371846
955,Q9C0D9;C9JAG1,Q9C0D9;C9JAG1,Ethanolaminephosphotransferase 1,EPT1,45.228,10588319.0,10644686.23478991,,21065712.825351067,16192747.805909343,13296415.528810365,6367320.475000316,17838482.611294925,4107863.202537117,8457693.05327901,3042496.1396783506,8683442.752697172,7901075.281802223,12951921.054067593
956,Q9NWW5;A0A0S2Z5D0;H3BUV4;A0A1B0GTU6;A0A1B0GUD2;H3BUT1;H3BTY4,Q9NWW5;A0A0S2Z5D0;H3BUV4;A0A1B0GTU6;A0A1B0GUD2;H3BUT1,Ceroid-lipofuscinosis neuronal protein 6,CLN6,35.919,8253633.500000001,15883159.575162383,,11692044.311945025,25918989.7682585,17871508.78081276,25743199.331365492,13175264.166293064,11190305.21701377,7720828.549371719,16621356.249090137,16168375.536485285,16113269.107349027,8868932.450520873
957,Q12768,Q12768,WASH complex subunit strumpellin,KIAA0196,134.28,10288152.0,10584490.031777313,,11847458.25462515,5662625.670005778,6448396.022188485,14542190.044551596,9028107.81315582,7969287.19319377,11197167.175726451,12388968.395858303,8133885.911868291,14613233.271437652,9640463.928090347
958,Q9C0H2,Q9C0H2,Protein tweety homolog 3,TTYH3,57.544,12568174.5,1205165.7756504072,,6696720.448235586,18363794.2389636,5073647.916118692,1165399.8889142245,15213771.253194563,2074599.7111680566,4182744.7047286676,2174067.810761706,6257388.636234599,1936098.2629150844,5655097.143137081
959,J3QRU4;F8WCA0;L7N2F9;P63027,J3QRU4;F8WCA0;L7N2F9;P63027,Vesicle-associated membrane protein 2,VAMP2,12.251,8746367.7,7634498.170777915,,1309055.2281800671,6119172.957571949,3530332.342970151,1156014.3474913307,8271550.22019246,1848115.91574228,3595241.18293472,0.0,1980928.7695417986,2652663.8450502115,1539025.2281524213
960,Q07812;K4JQN1,Q07812;K4JQN1,Apoptosis regulator BAX,BAX,21.184,8905801.45,6408979.060117867,,7100590.06065171,12344681.708351303,7970864.02873718,5380173.884308623,11259674.50423451,9718593.25348057,6726469.280652137,4432575.044243913,2574036.8783373656,4082189.722244397,2585871.0740366504
961,Q9BVG9;A0A0J9YWQ2,Q9BVG9,Phosphatidylserine synthase 2,PTDSS2,56.252,11074532.0,14960511.046476029,,11249837.810239367,24324240.73098449,13198404.891029276,14514204.393712476,14541013.331214665,8525493.520193554,6796625.612267662,14859243.416576834,16699360.965748793,12941207.51107781,13126650.433177823
962,Q9BWS9,Q9BWS9,Chitinase domain-containing protein 1,CHID1,44.94,9902681.95,9511324.001746457,,5856571.59784793,15725837.528209262,8506890.163209563,10704016.522876775,12202940.686739827,11812893.847730167,14216055.934081316,17085743.977077458,18753202.143372957,11595607.98876913,16832111.563484885
963,B1ALM5;Q9P0T7;B1ALM7;B1ALM8;B1ALM4;Q9NQ34,B1ALM5;Q9P0T7,Transmembrane protein 9,TMEM9,20.958,9280338.9,3406511.2266267706,,1886827.4958414808,2313710.2638977626,6003449.3864717875,7042125.605683727,5896888.986978365,19375589.43065968,7096112.223160456,41914949.63951547,0.0,5235586.071251903,0.0
964,Q7Z434,Q7Z434,Mitochondrial antiviral-signaling protein,MAVS,56.527,8459099.25,2624770.4018533127,,3926023.7346464703,3472177.4165341407,2993710.5637377715,2076877.2391216287,9671864.641757138,3510778.815810002,3802460.4294503294,1877976.9887066304,4730282.388748063,2267725.5708464766,6611582.566540712
965,Q15375;A0A7P0TA58;A0A7P0TBL4,Q15375;A0A7P0TA58;A0A7P0TBL4,Ephrin type-A receptor 7,EPHA7,112.1,7308155.399999999,3687246.881932156,,5166072.562105376,8441288.757911662,3802054.6525754062,9625354.154360702,11813449.258225147,5417691.940749128,2889982.0745599465,5593602.558163098,4973607.115631008,4991904.12674983,3025625.130108892
966,Q9Y2A7,Q9Y2A7,Nck-associated protein 1,NCKAP1,128.79,9277270.1,7472049.404082933,,15107453.308394726,9416158.268675592,8916260.561897434,12329433.921934573,10529813.654206859,13238280.7373507,10571495.041182548,20317836.00870853,11817433.846648257,9027402.426205812,15286052.875420459
967,Q8NC56;H7C2Z0;D6RBV0;H0Y9B7;D6R958,Q8NC56,LEM domain-containing protein 2,LEMD2,56.974,12161558.5,15632117.114168143,,4763779.928113928,15609541.750039821,14630659.791200459,24711059.73289387,10664028.01658681,11198450.28495446,6816187.822808957,26849525.05498637,10003647.781194823,15297055.754554067,7806554.380664306
